Obs,CustomerID,FullName,Gender,Country,OrderID,OrderDate,OrderAmount,OrderStatus,PaymentID,PaymentAmount,ProgramName,TierLevel,CallID,IssueCategory,AverageSpend,CompanyName
423,CUST00423,Donald Mendoza,Other,Belize,4a5ae4a1,04/07/2024,869.04,Completed,23146d97,196.71,Gold,Bronze,CALL00423,Payment,219.72,Company 56
424,CUST00424,Amy Davis,Other,China,c116185c,02/01/2023,237.69,Pending,46d00617,216.38,Premium,Gold,CALL00424,Product,354.38,Company 15
425,CUST00425,Mark Wilkinson,Male,Namibia,6827b453,25/07/2022,720.13,Completed,05088b24,322.55,Silver,Silver,CALL00425,Delivery,469.72,Company 89
426,CUST00426,Shawn Harding,Female,Sierra Leone,3960fca4,02/09/2023,484.23,Completed,39c4b76d,126.67,Premium,Silver,CALL00426,Payment,351.54,Company 50
427,CUST00427,Joshua Clark,Female,Palestinian Territor,b9291ba4,14/12/2023,577.75,Completed,791f879a,162.47,Premium,Bronze,CALL00427,Payment,236.23,Company 35
428,CUST00428,James Chapman,Other,Mauritius,80d4c7f7,15/02/2025,174.68,Canceled,697d35c5,442.89,Silver,Bronze,CALL00428,Product,289.09,Company 23
429,CUST00429,Melissa Simon,Male,Congo,918da3fa,18/12/2024,879.72,Pending,96f131ab,355.47,Premium,Gold,CALL00429,Product,305.75,Company 40
430,CUST00430,Ralph Solis,Other,Poland,7ab27fb9,28/01/2025,868.63,Canceled,d8a700ef,200.99,Gold,Bronze,CALL00430,Delivery,242.46,Company 15
431,CUST00431,Michael Hale,Female,Anguilla,4e3a4fc7,17/03/2023,769.82,Pending,8e24883c,335.8,Gold,Gold,CALL00431,Delivery,207.93,Company 14
432,CUST00432,Jonathan Smith,Male,Georgia,f8e656df,22/09/2022,600.57,Completed,112ac91e,374,Gold,Bronze,CALL00432,Payment,310.98,Company 100
433,CUST00433,Jennifer Martin,Other,Sierra Leone,c29e71ce,22/07/2024,861,Completed,63b4426a,60.34,Silver,Gold,CALL00433,Delivery,324.55,Company 40
434,CUST00434,Priscilla Joseph,Other,Armenia,65902257,12/11/2022,603.82,Completed,106a63f6,219.24,Silver,Bronze,CALL00434,Product,454.91,Company 66
435,CUST00435,George Phillips,Female,Norfolk Island,a1534754,22/09/2024,543.89,Canceled,17af17de,194.08,Silver,Silver,CALL00435,Delivery,342.54,Company 14
436,CUST00436,Dana Petersen,Other,Brazil,fa4dfcad,12/02/2025,376.67,Pending,b7e72acf,297.01,Silver,Silver,CALL00436,Product,104.86,Company 55
437,CUST00437,Rebecca Benson,Female,Palestinian Territor,073ce3a0,14/11/2024,770.98,Canceled,84cebbe1,286.16,Premium,Bronze,CALL00437,Payment,167.71,Company 36
438,CUST00438,Danny Fletcher,Female,Marshall Islands,439bf7bc,17/05/2025,106.74,Completed,43289198,446.82,Silver,Silver,CALL00438,Delivery,248.08,Company 14
439,CUST00439,Laura Miller,Male,Serbia,7aac255a,17/08/2022,878,Completed,d42a4f0c,241.84,Premium,Gold,CALL00439,Delivery,255.61,Company 94
440,CUST00440,Jaime Medina MD,Male,Macao,cac253ce,03/03/2023,527.32,Pending,d1c19ee7,311.11,Premium,Silver,CALL00440,Other,110.74,Company 66
441,CUST00441,Tim Moore,Other,Burundi,edb424a6,07/04/2023,368.65,Canceled,2157f08b,172.71,Gold,Bronze,CALL00441,Other,378.73,Company 92
442,CUST00442,Carol Garrett,Female,Ecuador,1eef8d5f,13/11/2022,569.02,Pending,7c00aae4,129.18,Silver,Gold,CALL00442,Product,288.89,Company 34
443,CUST00443,Regina Massey,Female,Switzerland,ce98a127,25/07/2023,785.95,Pending,433d904b,498.71,Silver,Bronze,CALL00443,Product,338.53,Company 40
444,CUST00444,Caleb Thomas,Male,Mongolia,718f7ce4,23/12/2022,776.45,Canceled,5fa39ca9,250.28,Gold,Silver,CALL00444,Payment,311.2,Company 15
445,CUST00445,Daniel Wood,Male,Gabon,4131140a,22/11/2024,452.13,Pending,48f7a799,463.66,Premium,Gold,CALL00445,Payment,61.48,Company 96
446,CUST00446,Whitney Sullivan,Female,Fiji,3bd50604,04/01/2025,555.07,Canceled,382c30ee,265.9,Gold,Silver,CALL00446,Delivery,47.85,Company 52
447,CUST00447,Susan Larsen,Male,Portugal,3fc62d47,15/04/2025,825.02,Completed,07127acb,139.34,Silver,Silver,CALL00447,Delivery,292.51,Company 93
448,CUST00448,Lee Arnold,Other,Bolivia,1fbd435b,22/03/2024,612.94,Canceled,71fb83d1,189.68,Silver,Bronze,CALL00448,Delivery,128.52,Company 97
449,CUST00449,Shannon Rodriguez,Female,Saudi Arabia,1867ddf7,02/09/2022,66.89,Canceled,505d488b,251.33,Premium,Gold,CALL00449,Delivery,352.51,Company 97
450,CUST00450,Christopher Hodges,Male,Gibraltar,b777937b,12/11/2023,522.97,Completed,c1eb5003,195.21,Gold,Gold,CALL00450,Other,296.27,Company 25
451,CUST00451,Brooke Frye,Other,Azerbaijan,adf7395c,06/09/2022,177.79,Completed,1040279b,104.52,Silver,Silver,CALL00451,Other,232.2,Company 22
452,CUST00452,Michael Clark,Female,Central African Repu,46fc9a73,06/05/2023,781.88,Completed,4bfe8b8d,375.95,Gold,Bronze,CALL00452,Payment,200.1,Company 32
453,CUST00453,Jeanette Moyer,Other,French Southern Terr,752c575d,11/11/2023,706.59,Canceled,ae27502e,108.38,Silver,Gold,CALL00453,Other,303.91,Company 86
454,CUST00454,Pamela Green,Other,Equatorial Guinea,c0067973,02/03/2024,963.65,Pending,8dd1492b,363.92,Premium,Bronze,CALL00454,Payment,239.53,Company 80
455,CUST00455,Rebecca Decker,Female,Montenegro,cab83ac6,30/12/2022,14.6,Pending,89b6e2be,421.67,Silver,Gold,CALL00455,Other,384.77,Company 75
456,CUST00456,Jessica Hill,Other,Japan,d4ff1470,24/03/2025,947.55,Canceled,03ae9614,276.2,Silver,Gold,CALL00456,Payment,425.16,Company 83
457,CUST00457,Martha Gonzalez,Male,Trinidad and Tobago,f657c904,30/11/2022,966.39,Pending,9f4b52ed,191.54,Gold,Silver,CALL00457,Product,139.17,Company 28
458,CUST00458,William Hall,Male,Costa Rica,a4221a1c,18/07/2024,466.11,Pending,b22356a1,70.14,Gold,Silver,CALL00458,Delivery,134.43,Company 68
459,CUST00459,Laura Black,Male,Hong Kong,c67ce364,18/07/2023,790.77,Pending,7d203c86,44.71,Premium,Silver,CALL00459,Delivery,360.04,Company 17
460,CUST00460,Sara Hamilton,Other,Puerto Rico,0f1e2bfc,15/10/2023,540.3,Canceled,4b01d5c2,375.46,Gold,Bronze,CALL00460,Other,232,Company 43
461,CUST00461,Mary Watson,Male,Greenland,f1c4dd81,30/11/2022,85.27,Pending,86ed1088,447.3,Gold,Gold,CALL00461,Payment,488.72,Company 92
462,CUST00462,Pamela Sharp,Other,Haiti,ba818a8a,01/08/2024,947.65,Completed,663e43d4,78.69,Premium,Silver,CALL00462,Delivery,76.18,Company 92
463,CUST00463,Carlos Dunlap,Male,South Africa,9fe67581,16/08/2023,249.64,Canceled,527101f6,436.28,Premium,Gold,CALL00463,Product,285.66,Company 25
464,CUST00464,Cynthia Sanders,Female,Palau,e24c37ed,27/11/2022,781.15,Canceled,76f167ce,205.52,Gold,Silver,CALL00464,Product,23.53,Company 37
465,CUST00465,Katherine Dunn,Other,Korea,7d74a8d6,20/09/2023,766.6,Pending,f85d8a32,436.34,Gold,Silver,CALL00465,Other,376.35,Company 20
466,CUST00466,Todd Lutz,Other,Western Sahara,73fcf26f,07/04/2024,870.08,Pending,033f4a2a,28.24,Premium,Bronze,CALL00466,Other,265.68,Company 100
467,CUST00467,Steven Stanton,Male,India,ca5485bd,01/01/2024,752.67,Canceled,447a1d00,68.46,Premium,Gold,CALL00467,Other,65.51,Company 67
468,CUST00468,Gregory Perez,Female,Korea,6ab1f05c,30/01/2024,507.45,Completed,dd084802,224.87,Silver,Gold,CALL00468,Other,385.77,Company 62
469,CUST00469,Tiffany Williams,Male,Greenland,62553702,23/10/2023,523.02,Canceled,470929c7,13.06,Premium,Silver,CALL00469,Other,148.91,Company 75
470,CUST00470,Micheal Washington,Male,British Indian Ocean,399caf16,05/12/2023,332.18,Pending,7710b5ff,37.44,Premium,Bronze,CALL00470,Product,406.46,Company 38
471,CUST00471,Michelle Williams,Female,Svalbard & Jan Mayen,5a6ab55b,24/11/2022,349.67,Pending,f9f35630,316.49,Silver,Silver,CALL00471,Payment,120.49,Company 75
472,CUST00472,Erika Lyons,Female,United States Virgin,1a4f963c,24/04/2023,855.78,Canceled,05a72b93,262.33,Premium,Silver,CALL00472,Product,458.71,Company 21
473,CUST00473,Christina Chase,Male,Bermuda,3480227c,02/08/2023,816.05,Pending,0affad0f,444.85,Gold,Bronze,CALL00473,Payment,86.36,Company 59
474,CUST00474,Kim Sanders,Female,Cameroon,363ac420,30/05/2023,154.39,Pending,4d0b5113,114.94,Silver,Gold,CALL00474,Delivery,121.12,Company 22
475,CUST00475,Jennifer Arnold,Male,South Africa,77e27b4b,24/12/2023,995.61,Pending,71ced4ba,111.21,Silver,Bronze,CALL00475,Product,57.4,Company 93
476,CUST00476,Ashley Mckenzie,Other,Lesotho,36ceddae,30/01/2024,859.92,Pending,472ace85,403.45,Premium,Gold,CALL00476,Delivery,464.83,Company 18
477,CUST00477,Theresa Luna,Male,Seychelles,5033c8f9,10/01/2025,840.58,Canceled,c9988f41,130.78,Gold,Silver,CALL00477,Payment,162.21,Company 10
478,CUST00478,Patricia Jones,Other,Tanzania,af397fc9,07/11/2022,932.53,Canceled,7c6798c5,31.24,Premium,Silver,CALL00478,Product,218.19,Company 55
479,CUST00479,Sherry Porter,Male,Afghanistan,8196051e,18/04/2024,206.97,Pending,c5eac904,226.69,Gold,Gold,CALL00479,Product,142.09,Company 1
480,CUST00480,Shannon Sosa,Female,Sri Lanka,89e5fcad,25/10/2023,331.84,Pending,bc35eded,16.91,Gold,Gold,CALL00480,Payment,134.78,Company 22
481,CUST00481,Carol Garcia,Other,Panama,3da61487,02/03/2025,469.11,Pending,325583ca,31.72,Silver,Gold,CALL00481,Product,356.11,Company 73
482,CUST00482,Nicole Day,Female,Solomon Islands,3d466913,26/11/2022,616.19,Completed,b889da2d,41.76,Gold,Silver,CALL00482,Other,347.31,Company 87
483,CUST00483,Brandon Mcclain,Other,Uganda,205d3a3b,07/01/2024,323.71,Pending,461806ca,489.78,Gold,Bronze,CALL00483,Other,57.67,Company 12
484,CUST00484,Kenneth Austin Jr.,Other,Wallis and Futuna,9a5cf264,27/04/2025,750.42,Completed,d834ed65,43.08,Premium,Silver,CALL00484,Delivery,422.05,Company 80
485,CUST00485,Ryan Lopez,Male,Finland,92c15c8b,11/04/2024,730.49,Completed,e09dc0ef,312.61,Premium,Gold,CALL00485,Delivery,478.77,Company 81
486,CUST00486,Jennifer Blackwell,Male,Saint Vincent and th,5700efa1,04/04/2024,403.08,Completed,6eb4a50d,352.39,Premium,Gold,CALL00486,Product,263.69,Company 40
487,CUST00487,Chelsea Clark,Male,Bangladesh,7e78fb30,10/05/2023,528.74,Pending,b8824617,78.31,Silver,Bronze,CALL00487,Delivery,57.13,Company 43
488,CUST00488,Victor Brown,Male,Togo,8bc6a55f,19/08/2022,237.06,Completed,d9e6ae0f,445.23,Premium,Bronze,CALL00488,Delivery,459.86,Company 7
489,CUST00489,Matthew Bartlett,Female,Czech Republic,814f75c2,20/06/2025,44.8,Canceled,4ec724ee,178.95,Premium,Silver,CALL00489,Other,99.97,Company 44
490,CUST00490,Dr. Isabel Smith Ph,Male,Greece,23db867d,15/05/2023,553.06,Canceled,5f8efbc1,476.83,Premium,Bronze,CALL00490,Payment,290.05,Company 36
491,CUST00491,Connor Lee,Male,Cuba,f62cab10,27/02/2024,440.63,Canceled,5dbc04d8,123.75,Premium,Gold,CALL00491,Other,372.54,Company 42
492,CUST00492,Jessica Hahn,Other,Saint Pierre and Miq,e636687f,20/05/2023,806.66,Completed,c7473534,326.13,Gold,Silver,CALL00492,Other,315.31,Company 45
493,CUST00493,Scott Brown,Female,Bolivia,8a23c921,10/07/2023,528.08,Pending,194855d7,287.22,Gold,Bronze,CALL00493,Payment,214.88,Company 42
494,CUST00494,Jennifer Hoffman,Female,Myanmar,ad2187f4,17/09/2024,482.3,Completed,ab7a71a2,195.07,Gold,Silver,CALL00494,Delivery,476.49,Company 13
495,CUST00495,Alejandro Vasquez,Other,Netherlands Antilles,ea3a5c02,14/04/2024,379.91,Canceled,08b10b68,25.22,Gold,Gold,CALL00495,Product,155.4,Company 70
496,CUST00496,David Palmer,Other,Saint Pierre and Miq,c6430833,04/11/2023,830.14,Canceled,5c54fcfc,372.94,Silver,Bronze,CALL00496,Delivery,142.63,Company 66
497,CUST00497,Michael Terry,Male,Sudan,b2b9937f,11/09/2024,696.99,Pending,c99d5b9c,409.1,Gold,Silver,CALL00497,Other,351.14,Company 97
498,CUST00498,Austin Armstrong,Female,Bermuda,8e9eddcf,25/03/2024,854.95,Pending,f9eeb269,296.69,Silver,Bronze,CALL00498,Delivery,200.93,Company 93
499,CUST00499,Jasmine Garrett,Male,Congo,54b23c82,12/12/2023,703.47,Canceled,0db9badc,439.09,Gold,Silver,CALL00499,Delivery,366.15,Company 75
500,CUST00500,Michele Jones,Other,Bahrain,b21787fe,12/08/2022,972.61,Completed,0b8b3123,65.57,Silver,Gold,CALL00500,Other,67.78,Company 35
501,CUST00501,Phillip Moran,Male,Portugal,d1194e63,06/10/2022,159.18,Pending,3246043b,238.5,Premium,Silver,CALL00501,Delivery,46.96,Company 11
502,CUST00502,Steven Hayes,Female,Canada,be4a3a63,06/06/2024,699.97,Completed,283c4ee3,348.6,Premium,Bronze,CALL00502,Payment,493.36,Company 13
503,CUST00503,Ronald Nash,Male,American Samoa,483ebcba,14/10/2023,777.9,Pending,c5a839d4,225.05,Silver,Silver,CALL00503,Other,134.11,Company 3
504,CUST00504,Jessica Martinez,Female,Montserrat,b56eb985,24/08/2023,387.76,Pending,99d0b9c8,217.56,Gold,Silver,CALL00504,Delivery,52.91,Company 98
505,CUST00505,Crystal Watkins,Male,Haiti,2ce8a919,03/06/2023,740.24,Canceled,18d3e500,78.19,Silver,Bronze,CALL00505,Product,476.18,Company 83
506,CUST00506,Karen Thomas,Male,Egypt,61242788,01/12/2023,395.23,Canceled,d5bf4535,86.1,Gold,Gold,CALL00506,Delivery,356.11,Company 88
507,CUST00507,Edward Johnson,Female,Finland,a0201108,18/04/2023,525.72,Completed,fede4342,475.89,Premium,Silver,CALL00507,Product,431.65,Company 42
508,CUST00508,Gabriel Woods,Female,Luxembourg,60260533,18/11/2023,670.03,Pending,03c42419,224.56,Premium,Gold,CALL00508,Product,328.68,Company 88
509,CUST00509,Cynthia Fischer,Female,Dominican Republic,8d6f9d06,21/04/2025,128.45,Pending,523ab053,249.22,Gold,Bronze,CALL00509,Delivery,266.05,Company 61
510,CUST00510,Andrew Blake,Male,Guernsey,e1479fe0,16/07/2022,163.44,Pending,5f87e1bf,490.06,Premium,Gold,CALL00510,Delivery,419.73,Company 75
511,CUST00511,Joshua Herman,Male,Antarctica (the terr,b3afeb4a,21/10/2022,628.88,Completed,eee437ac,99.46,Gold,Silver,CALL00511,Product,38.59,Company 14
512,CUST00512,Andrew Ballard,Male,Luxembourg,4bbbec05,10/12/2024,492.96,Pending,f6067fa6,230.9,Silver,Gold,CALL00512,Payment,118.61,Company 36
513,CUST00513,Karen Carlson,Other,Jamaica,1d5e11e6,27/11/2022,201.04,Completed,a8a25965,400.19,Silver,Silver,CALL00513,Other,305.71,Company 45
514,CUST00514,Andrew Wilson,Male,Faroe Islands,5ab38776,15/04/2024,709.56,Completed,6a62591a,347.9,Premium,Gold,CALL00514,Product,261.29,Company 42
515,CUST00515,Brittany Brown,Female,Sudan,e952175b,02/02/2024,330.44,Canceled,7cc61dc6,207.72,Premium,Bronze,CALL00515,Other,223.19,Company 41
516,CUST00516,Katherine Hall,Female,Morocco,d1c7e4eb,07/07/2023,78.19,Pending,331d189b,223.85,Silver,Bronze,CALL00516,Other,111.82,Company 13
517,CUST00517,Nicole Simpson,Female,Nepal,05e58cd6,22/03/2024,778.16,Pending,2aa396fe,179.94,Gold,Silver,CALL00517,Payment,236.18,Company 79
518,CUST00518,Rebecca Summers,Male,Portugal,52dd4b7f,21/08/2023,246.4,Completed,248ecdc1,398.11,Premium,Silver,CALL00518,Delivery,32.4,Company 22
519,CUST00519,Stephanie Costa,Female,British Indian Ocean,33c07ed5,29/06/2024,686.39,Pending,1d3b7b29,24.41,Gold,Gold,CALL00519,Other,456.69,Company 49
520,CUST00520,Jesse Wilson,Female,Guernsey,d9c56e58,13/08/2022,105.29,Completed,c764d51c,459.94,Silver,Silver,CALL00520,Payment,490.54,Company 25
521,CUST00521,Jenny Matthews,Other,Georgia,fdd87d73,15/03/2024,115.98,Canceled,056adbfd,150.63,Gold,Bronze,CALL00521,Delivery,281.03,Company 60
522,CUST00522,Linda Leonard,Other,French Polynesia,06fa7ae6,20/04/2025,530.56,Canceled,ed578b6f,444.19,Silver,Gold,CALL00522,Other,164.09,Company 17
523,CUST00523,Christopher Monroe,Female,Burundi,6b963e0e,19/05/2024,930.91,Pending,62e34e81,307.44,Premium,Silver,CALL00523,Payment,142.68,Company 47
524,CUST00524,Jon Bauer,Other,Anguilla,6cf28ae8,20/02/2025,367.32,Canceled,4ae56e4e,140.62,Premium,Bronze,CALL00524,Delivery,266.82,Company 12
525,CUST00525,Zachary Brooks,Other,Mali,83a7302d,07/05/2024,273.16,Completed,849adee8,279.6,Silver,Silver,CALL00525,Payment,299.27,Company 25
526,CUST00526,David Castillo,Female,Egypt,3e17d831,11/03/2025,106.15,Canceled,2c88e4af,328,Premium,Silver,CALL00526,Payment,65.72,Company 6
527,CUST00527,Paul Williams,Male,Sierra Leone,c07a56cd,02/06/2025,574.33,Canceled,e00883d3,228.84,Gold,Silver,CALL00527,Product,261.59,Company 12
528,CUST00528,Steven Thomas,Male,Guadeloupe,9fcd09e8,28/07/2024,364.38,Completed,5d69902a,63.53,Gold,Gold,CALL00528,Other,420.16,Company 91
529,CUST00529,Amy Soto,Female,Jamaica,0fbf0330,06/08/2024,407.54,Pending,e5099d1c,265.8,Gold,Gold,CALL00529,Payment,165.89,Company 20
530,CUST00530,Michael Marquez,Male,Liberia,a0f31f8f,09/09/2024,991.55,Canceled,61fa7e12,295.91,Silver,Bronze,CALL00530,Delivery,308.26,Company 38
531,CUST00531,Larry King,Other,Lebanon,511c8b86,11/03/2025,612.33,Canceled,ad67d6e3,363.47,Premium,Bronze,CALL00531,Other,240.64,Company 72
532,CUST00532,Philip Gamble,Female,Dominican Republic,2bce351c,14/12/2022,366.41,Pending,a08a388f,113.1,Gold,Silver,CALL00532,Product,47.25,Company 89
533,CUST00533,Heather Young,Male,Bhutan,80e91ddc,02/06/2023,26.14,Completed,5a9ae62b,135.07,Premium,Gold,CALL00533,Delivery,461.05,Company 52
534,CUST00534,Stephanie Lowery,Male,Serbia,ad5f76c8,29/08/2023,857.16,Canceled,3ba12936,362.61,Premium,Gold,CALL00534,Product,185.1,Company 27
535,CUST00535,Alex Romero,Other,Nepal,b05b3d31,22/10/2022,574.96,Completed,86a72303,63.15,Gold,Bronze,CALL00535,Delivery,119.32,Company 66
536,CUST00536,Robert Price,Female,Timor-Leste,4319dc8d,05/11/2023,373.41,Canceled,aa650cd7,477.95,Gold,Bronze,CALL00536,Other,65.64,Company 86
537,CUST00537,Darryl Mann,Female,France,f2aff1c5,27/12/2023,573.37,Completed,dc24100b,116.94,Premium,Bronze,CALL00537,Delivery,452.9,Company 37
538,CUST00538,Christie Marquez,Other,India,0a48f621,03/03/2023,827.45,Canceled,ae2298ac,48.87,Gold,Gold,CALL00538,Payment,147.98,Company 85
539,CUST00539,Lee Richardson,Female,South Georgia and th,da405d5f,12/09/2023,47,Pending,58c75350,348.86,Gold,Bronze,CALL00539,Delivery,79.39,Company 75
540,CUST00540,Stacy Owens,Female,Netherlands Antilles,3049f6f9,14/09/2023,422.36,Canceled,45cefaae,436.94,Gold,Gold,CALL00540,Product,65.74,Company 70
541,CUST00541,Craig Smith,Other,Bulgaria,27c14bbe,10/11/2024,637.55,Canceled,cee3608a,386.44,Gold,Gold,CALL00541,Payment,375.48,Company 18
542,CUST00542,Anthony Marshall,Other,Algeria,d52d5608,16/05/2024,158.08,Pending,b0b4793a,48.3,Gold,Bronze,CALL00542,Payment,285.73,Company 4
543,CUST00543,Daniel Meyer,Male,Papua New Guinea,d469c282,13/09/2023,755.31,Pending,71949893,333.91,Silver,Gold,CALL00543,Product,96.05,Company 76
544,CUST00544,Madison Thomas,Female,Afghanistan,b37f63a1,06/01/2025,342.81,Completed,74016b51,437.3,Silver,Gold,CALL00544,Delivery,293.57,Company 94
545,CUST00545,Colleen Herman,Other,Sri Lanka,1fcc1cd6,22/10/2022,506.8,Pending,ddc8e240,453.23,Silver,Silver,CALL00545,Delivery,237.95,Company 53
546,CUST00546,Todd Turner,Male,Central African Repu,b0a96656,12/06/2025,204.14,Pending,9d63f261,465.36,Premium,Gold,CALL00546,Delivery,481.02,Company 21
547,CUST00547,Robert Moore,Female,Nepal,e6d805fc,17/11/2023,435.77,Pending,20bfea6f,272.52,Silver,Gold,CALL00547,Product,367.3,Company 53
548,CUST00548,Omar Hernandez,Male,Uganda,f61c3682,14/06/2023,354.82,Completed,8b575f4e,108.92,Gold,Gold,CALL00548,Other,380.22,Company 53
549,CUST00549,Lisa Underwood MD,Other,Netherlands,6.06E+13,02/01/2024,620.06,Completed,9ae369be,450.01,Silver,Silver,CALL00549,Payment,401,Company 47
550,CUST00550,Melissa Patrick,Female,Brunei Darussalam,0106b813,21/08/2022,688.51,Completed,42ead536,418.25,Premium,Silver,CALL00550,Other,34.59,Company 34
551,CUST00551,Michelle Graham,Male,Kyrgyz Republic,26c6ae4b,16/12/2024,927.46,Pending,90bb1f19,439.78,Gold,Bronze,CALL00551,Payment,160.24,Company 8
552,CUST00552,Nichole Zimmerman,Other,Sierra Leone,7d3af0ce,09/08/2022,32.52,Pending,c68634ed,271.24,Silver,Bronze,CALL00552,Product,219.51,Company 16
553,CUST00553,Brian Ingram,Other,Saudi Arabia,afbb5cf8,17/05/2025,488.2,Pending,28c24e95,419.37,Premium,Silver,CALL00553,Other,329.61,Company 42
554,CUST00554,Traci Brown,Other,Zambia,ea729758,30/08/2023,906.98,Canceled,80930b7d,82.41,Gold,Silver,CALL00554,Delivery,418.99,Company 58
555,CUST00555,Rebekah Hill,Other,Mauritius,d88579bb,14/05/2023,278.57,Pending,2f9ec94f,49.02,Premium,Bronze,CALL00555,Product,172.92,Company 65
556,CUST00556,Theresa Smith,Other,Belarus,b9294f4d,10/01/2024,865.64,Pending,e9eeaaf1,53.02,Silver,Silver,CALL00556,Product,232.48,Company 7
557,CUST00557,Randy Blake,Other,Bahrain,e47ad9f6,08/11/2022,976.85,Completed,a36c56b1,128.53,Silver,Silver,CALL00557,Payment,407.09,Company 27
558,CUST00558,William Todd,Other,Comoros,bca5103c,29/09/2024,206.89,Canceled,e5333967,237.23,Silver,Silver,CALL00558,Product,320.03,Company 37
559,CUST00559,Ryan Montes,Male,Argentina,7cfb73f0,17/09/2023,495.03,Canceled,4a7cbc7f,363.22,Premium,Bronze,CALL00559,Product,378.17,Company 55
560,CUST00560,Yvonne Ramirez,Female,Seychelles,b44f8d2c,13/09/2022,243.84,Pending,79959258,256.76,Silver,Gold,CALL00560,Delivery,206.33,Company 56
561,CUST00561,Robert Hall,Female,Burundi,9126d116,22/02/2024,990.46,Pending,95d089e2,215.41,Gold,Gold,CALL00561,Product,418.86,Company 100
562,CUST00562,Amanda Pacheco,Male,South Africa,9e7a4cfd,03/06/2023,96.92,Canceled,1e96fabe,173.77,Gold,Silver,CALL00562,Other,436.96,Company 38
563,CUST00563,Michael Lee,Other,Portugal,cdc9af4c,28/01/2025,423.16,Pending,734d4600,487.91,Gold,Gold,CALL00563,Product,262.36,Company 14
564,CUST00564,Michael Anderson,Female,Cameroon,7651d934,09/03/2023,140.45,Completed,d373722e,344.55,Premium,Gold,CALL00564,Product,30.91,Company 57
565,CUST00565,Jill Harris,Other,Cambodia,1fbc8587,01/02/2025,691.65,Completed,f09bff15,232.75,Premium,Gold,CALL00565,Payment,358.39,Company 29
566,CUST00566,Kendra Willis,Female,Norway,bd3cf51a,18/08/2023,933.7,Completed,d2083fec,340.85,Premium,Bronze,CALL00566,Other,153.67,Company 98
567,CUST00567,Brett Atkins,Other,Afghanistan,ba9f9ed3,29/03/2025,324.42,Pending,41d615f6,342.76,Premium,Gold,CALL00567,Payment,169.95,Company 53
568,CUST00568,Glenn Castillo,Male,Togo,06a21407,01/04/2024,310.31,Pending,ffb31b2e,219.6,Silver,Silver,CALL00568,Payment,265.31,Company 85
569,CUST00569,Jeffrey Hart DDS,Other,Algeria,8cddf268,30/01/2024,115.7,Canceled,1e9d9417,263.42,Premium,Bronze,CALL00569,Payment,145.02,Company 39
570,CUST00570,Anna Mclean,Female,Uzbekistan,e09f7dff,13/12/2022,616.24,Canceled,f32dd4d2,435.76,Silver,Silver,CALL00570,Payment,324.91,Company 22
571,CUST00571,Carly Rodgers,Other,Haiti,6b1fce42,27/05/2023,142.75,Pending,0e17ffa6,287.63,Gold,Bronze,CALL00571,Payment,74.67,Company 85
572,CUST00572,Caitlin Gray,Female,Ethiopia,c78a9393,23/02/2023,479.11,Completed,42ef811c,341.26,Premium,Gold,CALL00572,Product,47.76,Company 10
573,CUST00573,Cindy Cole,Other,Moldova,b197845e,21/06/2024,950.7,Completed,92f6445c,453.38,Silver,Gold,CALL00573,Product,154.14,Company 48
574,CUST00574,Christopher Liu,Female,Qatar,9a854cc4,24/11/2022,927.83,Pending,e2ad48a0,239.4,Premium,Bronze,CALL00574,Payment,366.63,Company 55
575,CUST00575,Kimberly Rojas,Female,Belize,182778d1,28/09/2022,410.82,Pending,c86e433e,390.22,Gold,Silver,CALL00575,Payment,296.8,Company 60
576,CUST00576,Kimberly Watson,Female,China,1d357562,05/09/2022,939.75,Completed,5b48fa8d,27.79,Gold,Silver,CALL00576,Delivery,378.24,Company 32
577,CUST00577,Jonathon Mcdonald,Other,Gibraltar,02c0ae28,21/10/2023,118.22,Canceled,060eb337,86.87,Premium,Bronze,CALL00577,Payment,111.36,Company 2
578,CUST00578,Jaime Williams,Female,Vanuatu,a989b166,28/02/2025,401.66,Completed,18a22d68,457.94,Premium,Silver,CALL00578,Product,400.85,Company 91
579,CUST00579,Nancy Green,Other,Cayman Islands,d7591679,27/04/2025,445.16,Pending,f9a65d66,337.54,Silver,Gold,CALL00579,Payment,130.4,Company 91
580,CUST00580,Brian Yu,Male,Paraguay,0f83cec9,04/01/2025,919.84,Pending,52039285,492.75,Silver,Bronze,CALL00580,Product,444.8,Company 30
581,CUST00581,Toni Moreno,Male,Switzerland,64372e8f,22/12/2022,725.42,Canceled,cf47de6c,30.99,Gold,Gold,CALL00581,Delivery,122.07,Company 99
582,CUST00582,Renee Davis,Female,Iraq,c9e27c4a,08/04/2023,419.42,Completed,fa571010,277.74,Gold,Gold,CALL00582,Product,205.26,Company 44
583,CUST00583,Tina Hull,Other,Taiwan,603d144b,10/05/2024,99.28,Canceled,ab35cced,487.55,Silver,Bronze,CALL00583,Delivery,187.86,Company 61
584,CUST00584,Drew Werner,Female,Mauritania,25f3e1df,22/09/2023,132.31,Canceled,21abd83e,330.27,Gold,Silver,CALL00584,Payment,385.83,Company 14
585,CUST00585,Alexander Taylor,Other,Qatar,8dc4b99c,14/07/2023,729.61,Completed,51ceaec9,400.52,Premium,Gold,CALL00585,Delivery,459.51,Company 32
